"timestamp","total_users","active_users","inactive_users"
"1654383605",3065,394,2671
"1654470006",3067,396,2671
"1654556405",3073,401,2672
"1654642805",3084,406,2678
"1654729205",3091,411,2680
"1654815605",3099,419,2680
"1654902005",3104,405,2699
"1654988405",3104,398,2706
"1655074806",3104,398,2706
"1655161207",3108,402,2706
"1655247605",3113,403,2710
"1655334004",3122,407,2715
"1655420405",3126,408,2718
"1655506804",3135,417,2718
"1655593205",3137,413,2724
"1655679605",3138,410,2728
"1655766004",3141,413,2728
"1655852405",3147,417,2730
"1655938805",3154,419,2735
"1656111606",3165,422,2743
"1656198005",3167,410,2757
"1656284410",3167,411,2756
"1656370805",3171,414,2757
"1656543605",3182,416,2766
"1656630006",3190,425,2765
"1656716404",3195,430,2765
"1656802806",3195,414,2781
"1656889204",3197,414,2783
"1656975606",3201,417,2784
"1657062005",3208,424,2784
"1657148406",3213,409,2804
"1657234806",3216,402,2814
"1657321207",3221,397,2824
"1657407604",3222,390,2832
"1657494006",3225,393,2832
"1657580405",3236,403,2833
"1657666804",3239,408,2831
"1657753204",3244,408,2836
"1657839603",3249,402,2847
"1657926005",3255,409,2846
"1658012405",3257,407,2850
"1658098804",3257,405,2852
"1658185205",3263,408,2855
"1658271604",3265,409,2856
"1658358004",3268,407,2861
"1658530804",3278,401,2877
"1658617205",3279,398,2881
"1658703605",3281,400,2881
"1658790006",3283,402,2881
"1658876404",3286,400,2886
"1658962805",3289,404,2885
"1659049205",3300,409,2891
"1659135606",3306,415,2891
"1659222004",3307,400,2907
"1659308404",3307,400,2907
"1659394804",3311,402,2909
"1659481206",3323,405,2918
"1659567603",3328,407,2921
"1659654005",3335,406,2929
"1659740405",3340,405,2935
"1659826806",3343,407,2936
"1659913204",3345,398,2947
"1660086003",3355,407,2948
"1660258806",3363,408,2955
"1660345204",3366,395,2971
"1660431607",3369,398,2971
"1660518005",3369,375,2994
"1660604406",3377,383,2994
"1660690805",3383,389,2994
"1660777205",3390,380,3010
"1660863606",3394,370,3024
"1660950005",3398,371,3027
"1661036405",3399,360,3039
"1661122805",3401,360,3041
"1661209203",3409,368,3041
"1661295604",3414,372,3042
"1661468405",3428,362,3066
"1661554805",3435,368,3067
"1661641205",3438,369,3069
"1661727604",3439,367,3072
"1661814005",3445,373,3072
"1661900406",3453,381,3072
"1661986805",3458,384,3074
"1662073204",3460,386,3074
"1662159604",3465,386,3079
"1662246005",3466,355,3111
"1662332404",3467,355,3112
"1662418805",3469,357,3112
"1662505206",3475,356,3119
"1662591605",3482,359,3123
"1662678003",3484,355,3129
"1662764404",3485,354,3131
"1662850807",3485,348,3137
"1663023605",3491,352,3139
"1663110005",3500,355,3145
"1663196405",3505,359,3146
"1663282805",3507,361,3146
"1663369204",3509,352,3157
"1663455604",3510,345,3165
"1663542004",3512,345,3167
"1663628405",3517,351,3166
"1663714805",3525,359,3166
"1663801205",3534,353,3181
"1663839954",3535,354,3181
"1663887604",3541,360,3181
"1663974005",3543,357,3186
"1664060406",3544,356,3188
"1664146805",3544,356,3188
"1664233205",3548,359,3189
"1664319605",3575,383,3192
"1665135207",3909,715,3194
"1665188004",3916,721,3195
"1665274347",3929,732,3197
"1665360925",3935,735,3200
"1665620117",3958,763,3195
"1665706307",3962,772,3190
"1665793382",3972,775,3197
"1665879433",3973,774,3199
"1665965661",3978,780,3198
"1666052233",3984,786,3198
"1666138787",3991,788,3203
"1666224874",4000,788,3212
"1666311308",4007,764,3243
"1666398052",4014,761,3253
"1666484347",4017,744,3273
"1666570667",4017,740,3277
"1666657294",4025,740,3285
"1666743706",4036,641,3395
"1666830109",4053,640,3413
"1667002776",4072,627,3445
"1667089309",4073,622,3451
"1667179233",4073,613,3460
"1667230060",4076,616,3460
"1667265620",4079,614,3465
"1667351831",4085,608,3477
"1667438607",4091,602,3489
"1667524934",4098,598,3500
"1667611664",4105,600,3505
"1667698159",4106,592,3514
"1667784473",4107,593,3514
"1667870598",4114,596,3518
"1667956988",4119,598,3521
"1668043562",4122,594,3528
"1668129722",4135,594,3541
"1668216163",4143,602,3541
"1668302557",4145,604,3541
"1668388828",4147,598,3549
"1668475317",4150,601,3549
"1668561657",4158,600,3558
"1668648372",4167,599,3568
"1668734761",4170,586,3584
"1668821045",4173,577,3596
"1668907484",4174,571,3603
"1668993582",4175,567,3608
"1669080220",4182,572,3610
"1669166599",4189,573,3616
"1669253011",4195,562,3633
"1669339299",4201,564,3637
"1669425697",4207,559,3648
"1669605355",4206,551,3655
"1669691953",4215,560,3655
"1669776419",4227,568,3659
"1669863073",4238,563,3675
"1669949454",4245,559,3686
"1670121736",4255,549,3706
"1670208602",4260,552,3708
"1670295023",4266,556,3710
"1670381261",4269,555,3714
"1670467541",4280,554,3726
"1670554680",4296,563,3733
"1670640706",4300,562,3738
"1670726775",4302,560,3742
"1670813293",4305,562,3743
"1670899872",4312,567,3745
"1670986074",4319,565,3754
"1671072682",4327,561,3766
"1671158909",4338,561,3777
"1671245733",4342,561,3781
"1671331749",4344,562,3782
"1671418223",4346,564,3782
"1671504626",4349,566,3783
"1671591037",4355,561,3794
"1671678058",4359,565,3794
"1671764121",4360,537,3823
"1671850592",4362,533,3829
"1671937093",4362,523,3839
"1672023396",4364,522,3842
"1672110785",4366,522,3844
"1672197751",4369,514,3855
"1672282511",4372,507,3865
"1672368997",4372,498,3874
"1672455676",4372,463,3909
"1672541874",4372,395,3977
"1672627851",4372,388,3984
"1672714149",4375,387,3988
"1672887488",4389,337,4052
"1672974329",4392,310,4082
"1673060731",4394,312,4082
"1673146550",4394,269,4125
"1673232915",4395,267,4128
"1673319417",4408,275,4133
"1673405953",4416,285,4131
"1673492505",4421,287,4134
"1673578533",4426,288,4138
"1673664966",4431,295,4136
"1673751494",4431,295,4136
"1673837846",4438,300,4138
"1673924508",4445,305,4140
"1674010842",4454,312,4142
"1674097348",4460,317,4143
"1674183675",4465,325,4140
"1674270226",4471,328,4143
"1674356601",4471,328,4143
"1674442776",4473,330,4143
"1674529341",4487,342,4145
"1674615749",4496,348,4148
"1674702108",4559,410,4149
"1674788518",4598,448,4150
"1674875037",4627,474,4153
"1674961088",4634,481,4153
"1675047901",4638,485,4153
"1675134450",4670,517,4153
"1675220926",4714,557,4157
"1675307183",4734,576,4158
"1675393483",4754,591,4163
"1675479733",4770,604,4166
"1675566310",4772,608,4164
"1675652553",4776,612,4164
"1675739408",4794,628,4166
"1675826139",4813,644,4169
"1675913450",4829,661,4168
"1675998428",4857,683,4174
"1676084608",4873,691,4182
"1676344226",4901,715,4186
"1676430179",4915,725,4190
"1676517216",4928,730,4198
"1676603577",4939,721,4218
"1676689605",4957,720,4237
"1676776094",4960,709,4251
"1676862250",4962,709,4253
"1676948770",4978,724,4254
"1677035085",5005,729,4276
"1677121751",5035,733,4302
"1677208020",5053,732,4321
"1677294646",5063,722,4341
"1677380817",5069,715,4354
"1677467136",5071,715,4356
"1677553761",5088,730,4358
"1677639132",5098,729,4369
"1677727284",5125,736,4389
"1677813072",5154,743,4411
"1677899441",5167,742,4425
"1677985456",5173,736,4437
"1678072412",5175,737,4438
"1678158892",5196,755,4441
"1678245241",5236,779,4457
"1678331632",5278,806,4472
"1678418129",5334,853,4481
"1678504291",5373,891,4482
"1678591737",5391,883,4508
"1678677247",5406,897,4509
"1678764090",5476,965,4511
"1678850885",5494,979,4515
"1678936549",5510,981,4529
"1679022939",5520,984,4536
"1679109604",5534,992,4542
"1679195733",5541,994,4547
"1679282257",5543,988,4555
"1679368943",5555,999,4556
"1679455399",5567,1001,4566
"1679541722",5580,1006,4574
"1679628178",5597,1008,4589
"1679714374",5600,1011,4589
"1679801487",5603,968,4635
"1679883716",5607,958,4649
"1679970410",5762,988,4774
"1680056833",5771,949,4822
"1680143556",5776,923,4853
"1680230365",5781,902,4879
"1680317284",5785,855,4930
"1680404646",5786,820,4966
"1680490474",5787,807,4980
"1680577465",5797,811,4986
"1680663219",5802,753,5049
"1680750859",5813,742,5071
"1680835340",5821,730,5091
"1680921651",5827,718,5109
"1681007996",5829,692,5137
"1681094351",5830,684,5146
"1681180718",5846,698,5148
"1681267352",5857,673,5184
"1681354087",5863,656,5207
"1681440122",5872,628,5244
"1681526289",5880,614,5266
"1681612923",5881,597,5284
"1681698905",5881,595,5286
"1681785750",5895,607,5288
"1681871872",5904,593,5311
"1681958566",5919,597,5322
"1682131387",5939,603,5336
"1682217597",5942,602,5340
"1682303784",5945,602,5343
"1682390292",5950,604,5346
"1682476879",5955,602,5353
"1682563937",5961,602,5359
"1699464880",7625,2038,5587
"1699465239",7625,2038,5587
"1699519913",7631,2044,5587
"1699600137",7638,2044,5594
"1699610416",7639,2045,5594
"1699725623",7642,2042,5600
"1699812800",7644,2039,5605
"1699899710",7648,2035,5613
"1699985513",7656,1964,5692
"1700073164",7667,1975,5692
"1700944227",7743,1707,6036
"1701030180",7744,1701,6043
"1701806025",7820,1791,6029
"1701892707",7821,1805,6016
"1701980043",7826,1810,6016
"1702065707",7836,1818,6018
"1702153808",7839,1817,6022
"1702241303",7839,1813,6026
"1702326652",7842,1816,6026
"1702500173",7858,1851,6007
"1702587100",7872,1866,6006
"1702674211",7883,1876,6007
"1702759558",7886,1881,6005
"1702846254",7889,1884,6005
"1702933320",7893,1889,6004
"1704144503",7941,1715,6226
"1704317501",7951,1674,6277
"1704404726",7958,1647,6311
"1705097145",8003,1252,6751
"1705184795",8004,1221,6783
"1705269165",8009,1224,6785
"1705384200",8017,1227,6790
"1705474855",8030,1226,6804
"1705575327",8036,1491,6545
"1705713950",8053,1576,6477
"1705800283",8054,1603,6451
"1705886796",8057,1605,6452
"1705973659",8064,1615,6449
"1706059655",8081,1657,6424
"1706146584",8090,1684,6406
